Event,Round,White,Black,Result,WhiteElo,WhiteTitle,WhiteFideId,BlackElo,BlackTitle,BlackFideId,Variant,ECO,Opening,Move Number,Move,Color,Evaluation,Time
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",34,exd6,White,3.86,0:15:20
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",34,Rxe1+,Black,3.65,0:05:28
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",35,Rxe1,White,3.78,0:15:42
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",35,Ng6,Black,3.75,0:05:47
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",36,Nf3,White,4.04,0:10:13
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",36,gxf4,Black,4.12,0:02:10
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",37,h4,White,4.11,0:06:11
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",37,h5,Black,3.41,0:01:47
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",38,Ng5,White,3.42,0:05:36
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",38,Rd7,Black,5.85,0:02:02
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",39,Re8,White,5.69,0:04:32
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",39,Bb7,Black,6.2,0:02:31
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",40,Ne6+,White,6.2,0:04:54
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",40,Kf7,Black,6.11,0:00:53
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",41,Rb8,White,4.89,0:05:19
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",41,Ne5,Black,6.54,0:00:48
"Round 5: Mompel Ferruz, Xavier - Malka, Samuel",5.3,"Mompel Ferruz, Xavier","Malka, Samuel",1-0,2279,FM,54585775,2211,FM,20643675,Standard,C84,"Ruy Lopez: Closed, Martinez Variation",42,Nxc5,White,6.33,0:05:10
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",1,d4,White,0.17,1:27:58
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",1,d6,Black,0.48,1:30:37
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",2,e4,White,0.43,
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",2,Nf6,Black,0.43,1:31:01
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",3,Nc3,White,0.38,1:25:22
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",3,g6,Black,0.63,1:30:47
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",4,Nf3,White,0.44,1:24:02
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",4,Bg7,Black,0.44,1:30:29
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",5,h3,White,0.29,1:24:26
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",5,O-O,Black,0.35,1:29:45
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",6,Bd3,White,0.25,1:23:30
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",6,a6,Black,0.48,1:22:54
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",7,a4,White,0.37,1:23:40
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",7,Nc6,Black,0.32,1:23:00
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",8,O-O,White,0.37,1:20:47
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",8,e5,Black,0.35,1:21:21
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",9,dxe5,White,0.31,1:10:09
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",9,Nxe5,Black,0.56,1:17:01
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",10,Nxe5,White,0.53,1:08:18
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",10,dxe5,Black,0.53,1:16:20
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",11,Bg5,White,0.5,1:07:20
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",11,h6,Black,0.44,
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",12,Be3,White,0.53,1:03:48
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",12,Be6,Black,0.54,1:12:18
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",13,a5,White,0.38,1:02:13
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",13,Qe7,Black,0.7,1:10:29
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",14,Qd2,White,0.72,0:58:37
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",14,Kh7,Black,0.76,1:09:02
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",15,Na4,White,0.73,0:49:27
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",15,Nd7,Black,0.65,1:00:11
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",16,Qc3,White,0.49,0:44:10
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",16,Rfd8,Black,0.73,0:42:53
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",17,Rfd1,White,0.62,0:38:22
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",17,Rac8,Black,0.5,0:40:36
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",18,b4,White,0.53,0:35:11
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",18,Bf6,Black,0.99,0:37:34
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",19,f3,White,0.0,
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",19,Bg5,Black,0.44,0:06:32
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",20,Bf2,White,0.44,0:30:28
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",20,b5,Black,0.46,0:04:46
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",21,axb6,White,0.46,0:22:42
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",21,cxb6,Black,0.55,0:05:00
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",22,Qe1,White,-0.12,0:23:07
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",22,b5,Black,-0.07,0:04:31
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",23,Nb6,White,-0.41,0:20:05
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",23,Nxb6,Black,-0.39,0:01:23
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",24,Bxb6,White,-0.38,0:20:34
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",24,Rd7,Black,0.58,0:00:38
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",25,Rxa6,White,0.62,0:19:29
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",25,Bc4,Black,0.99,0:00:46
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",26,Bxc4,White,0.98,0:15:15
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",26,Rxc4,Black,1.18,0:01:10
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",27,Bc5,White,1.11,0:15:30
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",27,Qe8,Black,1.34,0:00:39
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",28,Rxd7,White,1.33,0:14:58
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",28,Qxd7,Black,1.44,0:01:07
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",29,Ra7,White,1.3,0:15:20
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",29,Qe6,Black,1.35,0:00:52
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",30,Qd1,White,1.02,0:14:54
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",30,Rxb4,Black,0.93,0:00:47
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",31,h4,White,0.01,0:11:23
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",31,Bxh4,Black,0.05,0:00:37
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",32,Qd6,White,0.0,0:01:42
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",32,Qxd6,Black,0.0,0:00:36
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",33,Bxd6,White,0.0,0:02:11
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",33,Rb1+,Black,0.02,0:00:42
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",34,Kh2,White,0.05,0:02:40
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",34,Kg7,Black,0.06,0:00:48
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",35,Bxe5+,White,0.0,0:02:28
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",35,Bf6,Black,0.0,0:01:14
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",36,Bxf6+,White,0.0,0:01:55
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",36,Kxf6,Black,0.0,0:01:40
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",37,Rb7,White,0.0,0:02:19
"Round 5: Alcala Gonzalez, Cesar - Martin Barcelo, Carles",5.4,"Alcala Gonzalez, Cesar","Martin Barcelo, Carles",1/2-1/2,2274,FM,24584878,2234,FM,24561444,Standard,B08,"Pirc Defense: Classical Variation, Schlechter Variation",37,Ke5,Black,0.32,
"Round 5: Valenzuela Gomez, Fernando - Asis Gargatagli, Hipolito",5.5,"Valenzuela Gomez, Fernando","Asis Gargatagli, Hipolito",1/2-1/2,2358,IM,3409392,2472,GM,2260735,Standard,C67,"Ruy Lopez: Open Berlin Defense, l'Hermet Variation",1,e4,White,0.18,1:22:10
"Round 5: Valenzuela Gomez, Fernando - Asis Gargatagli, Hipolito",5.5,"Valenzuela Gomez, Fernando","Asis Gargatagli, Hipolito",1/2-1/2,2358,IM,3409392,2472,GM,2260735,Standard,C67,"Ruy Lopez: Open Berlin Defense, l'Hermet Variation",1,e5,Black,0.21,1:30:50
"Round 5: Valenzuela Gomez, Fernando - Asis Gargatagli, Hipolito",5.5,"Valenzuela Gomez, Fernando","Asis Gargatagli, Hipolito",1/2-1/2,2358,IM,3409392,2472,GM,2260735,Standard,C67,"Ruy Lopez: Open Berlin Defense, l'Hermet Variation",2,Nf3,White,0.13,1:22:36
"Round 5: Valenzuela Gomez, Fernando - Asis Gargatagli, Hipolito",5.5,"Valenzuela Gomez, Fernando","Asis Gargatagli, Hipolito",1/2-1/2,2358,IM,3409392,2472,GM,2260735,Standard,C67,"Ruy Lopez: Open Berlin Defense, l'Hermet Variation",2,Nc6,Black,0.17,1:31:15
