Event,Round,White,Black,Result,WhiteElo,WhiteTitle,WhiteFideId,BlackElo,BlackTitle,BlackFideId,Variant,ECO,Opening,Move Number,Move,Color,Evaluation,Time
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,35,b3,White,2.45,0:21:04
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,35,Ke7,Black,2.51,0:09:16
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,36,Be4,White,2.26,0:21:10
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,36,Kd6,Black,2.26,0:07:57
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,37,c5+,White,2.31,0:11:44
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,37,Kd7,Black,2.35,0:07:17
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,38,Kd3,White,2.37,0:12:01
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,38,h4,Black,2.62,0:05:35
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,39,Ne3,White,2.71,0:08:09
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,39,Nxe3,Black,2.14,0:02:15
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,40,fxe3,White,1.92,0:08:28
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,40,hxg3,Black,1.88,0:02:10
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,41,hxg3,White,1.65,0:08:53
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,41,a4,Black,3.81,0:01:23
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,42,bxa4,White,4.12,0:09:01
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,42,Bxa2,Black,4.57,0:01:51
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,43,Kc2,White,4.56,0:09:21
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,43,Kc7,Black,4.36,0:01:13
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,44,Kb2,White,4.19,0:09:45
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,44,Bc4,Black,4.6,0:01:14
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,45,Bc2,White,4.51,0:10:02
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,45,Kb7,Black,4.54,0:01:28
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,46,Bb3,White,4.39,0:10:26
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,46,Bf1,Black,4.26,0:01:38
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,47,e4,White,4.35,0:10:07
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,47,Bg2,Black,5.23,0:00:55
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,48,e5,White,5.04,0:10:09
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,48,f5,Black,5.05,0:01:24
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,49,e6,White,4.97,0:09:07
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,49,Kc7,Black,4.64,
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,50,a5,White,4.69,0:09:16
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,50,Bf1,Black,4.67,0:02:19
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,51,d5,White,4.64,0:08:59
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,51,cxd5,Black,4.13,0:02:30
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,52,Bxd5,White,4.76,0:09:23
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,52,f4,Black,5.53,0:02:25
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,53,gxf4,White,6.1,0:09:44
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,53,gxf4,Black,6.46,0:02:47
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,54,Bf3,White,6.26,0:02:39
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,54,Bc4,Black,6.32,0:00:51
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,55,Bg4,White,5.93,0:03:05
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,55,Kc6,Black,7.59,0:00:36
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,56,a6,White,7.33,0:02:45
"Round 2: Hernandez, Cristian Andres - Alcala Gonzalez, Cesar",2.1,"Hernandez, Cristian Andres","Alcala Gonzalez, Cesar",1-0,2350,IM,4402308,2274,FM,24584878,Standard,B15,Caro-Kann Defense: Tartakower Variation,56,Kxc5,Black,7.64,
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",1,e4,White,0.18,1:17:11
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",1,c5,Black,0.25,1:30:55
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",2,Nf3,White,0.2,1:17:34
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",2,d6,Black,0.22,1:31:23
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",3,d4,White,0.22,1:17:56
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",3,cxd4,Black,0.19,1:31:49
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",4,Nxd4,White,0.18,1:18:15
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",4,Nf6,Black,0.25,1:32:15
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",5,Nc3,White,0.32,1:18:24
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",5,a6,Black,0.13,1:32:37
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",6,Rg1,White,0.0,1:18:44
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",6,e5,Black,0.12,1:32:10
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",7,Nb3,White,0.16,1:18:36
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",7,h5,Black,0.32,1:30:59
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",8,h3,White,0.27,1:17:04
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",8,Be7,Black,0.59,1:23:37
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",9,Be3,White,0.47,1:06:02
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",9,Be6,Black,0.51,1:21:44
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",10,Qf3,White,0.56,1:02:51
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",10,Nbd7,Black,0.59,1:19:12
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",11,O-O-O,White,0.62,1:02:35
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",11,b5,Black,0.93,1:17:59
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",12,Kb1,White,0.92,1:01:24
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",12,Qc7,Black,1.63,1:12:14
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",13,g4,White,1.5,0:57:25
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",13,hxg4,Black,1.6,1:11:46
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",14,hxg4,White,1.68,0:57:19
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",14,b4,Black,2.47,1:10:14
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",15,Nd5,White,2.5,0:56:37
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",15,Bxd5,Black,2.44,1:10:28
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",16,exd5,White,2.44,0:57:04
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",16,Rc8,Black,2.94,1:00:15
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",17,g5,White,2.82,0:46:29
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",17,Qxc2+,Black,2.79,0:57:37
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",18,Ka1,White,2.7,0:46:52
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",18,Qe4,Black,3.95,0:55:13
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",19,Qe2,White,3.87,0:41:50
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",19,Nh7,Black,4.71,0:46:56
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",20,Qxa6,White,4.2,0:38:43
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",20,O-O,Black,4.63,0:46:43
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",21,Bd3,White,4.56,0:37:43
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",21,Qf3,Black,4.63,0:47:03
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",22,Qb5,White,4.48,0:29:39
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",22,Nc5,Black,5.01,0:45:07
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",23,Nxc5,White,4.79,0:29:59
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",23,dxc5,Black,5.26,0:45:24
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",24,d6,White,5.06,0:29:59
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",24,Bd8,Black,5.95,0:43:51
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",25,d7,White,5.31,0:26:37
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",25,Rc7,Black,6.21,0:42:36
"Round 2: Valenzuela Gomez, Fernando - Mompel Ferruz, Xavier",2.2,"Valenzuela Gomez, Fernando","Mompel Ferruz, Xavier",1-0,2358,IM,3409392,2279,FM,54585775,Standard,B90,"Sicilian Defense: Najdorf Variation, Freak Attack",26,Bxc5,White,5.85,0:24:15
